11,0.42,0.42,0.37,0.48,0.36,0.2,0.49,0.43,0.41,0.44,0.51,0.35,0.45,0.31,0.41,0.49,0.48,0.5,0.5,0.5,0.49,0.49,0.49,0.51,0.52,0.54,0.55,0.5,0.45,0.5,0.4,0.36,0.33,0.39,0.5,0.44,0.35,0.55,0.5,0.49,0.5,0.56,0.5,0.52,0.6,0.42,0.36,0.48,0.47,0.49,0.51,0.52,0.46,0.48,0.49,0.5,0.5,0.34,0.34,0.27,0.48,0.47,0.27,0.31,0.44,0.5,0.56,0.42,0.3,0.51,0.34,0.5,0.38,0.48,0.55,0.51,0.46,0.5,0.46,0.51,0.5,0.5,0.5,0.5,0.51,0.48,0.5,0.5,0.5,0.47,0.5,0.46,0.49,0.5,0.5,0.48,0.5,0.42,0.5,0.51,0.49
12,0.54,0.56,0.56,0.51,0.54,0.44,0.51,0.52,0.54,0.55,0.62,0.68,0.45,0.46,0.52,0.49,0.49,0.47,0.49,0.51,0.49,0.5,0.5,0.45,0.45,0.5,0.48,0.45,0.49,0.46,0.54,0.42,0.53,0.58,0.38,0.49,0.51,0.51,0.5,0.49,0.49,0.5,0.49,0.49,0.49,0.55,0.59,0.62,0.5,0.5,0.51,0.51,0.48,0.45,0.5,0.46,0.66,0.54,0.46,0.61,0.49,0.5,0.43,0.52,0.5,0.56,0.51,0.51,0.61,0.51,0.49,0.5,0.51,0.5,0.49,0.5,0.5,0.49,0.51,0.55,0.54,0.54,0.49,0.49,0.51,0.5,0.51,0.5,0.5,0.5,0.5,0.44,0.51,0.49,0.51,0.49,0.45,0.51,0.48,0.5,0.49
13,0.49,0.45,0.4,0.5,0.45,0.34,0.45,0.4,0.39,0.51,0.54,0.32,0.35,0.41,0.37,0.49,0.49,0.5,0.51,0.5,0.49,0.49,0.51,0.5,0.45,0.55,0.5,0.51,0.5,0.54,0.52,0.5,0.5,0.4,0.5,0.49,0.31,0.45,0.53,0.51,0.51,0.51,0.49,0.42,0.4,0.51,0.5,0.5,0.5,0.5,0.46,0.46,0.5,0.51,0.49,0.51,0.49,0.44,0.5,0.48,0.49,0.51,0.5,0.46,0.25,0.5,0.51,0.39,0.47,0.5,0.54,0.51,0.5,0.5,0.5,0.51,0.41,0.49,0.48,0.5,0.5,0.5,0.5,0.51,0.5,0.5,0.5,0.49,0.51,0.49,0.51,0.49,0.5,0.5,0.5,0.51,0.49,0.5,0.51,0.49,0.49
14,0.44,0.54,0.6,0.49,0.49,0.47,0.44,0.53,0.37,0.5,0.39,0.39,0.48,0.51,0.48,0.51,0.5,0.49,0.48,0.5,0.5,0.51,0.5,0.51,0.48,0.49,0.37,0.5,0.55,0.5,0.51,0.51,0.46,0.37,0.34,0.5,0.52,0.5,0.5,0.45,0.55,0.44,0.44,0.45,0.53,0.36,0.44,0.5,0.41,0.39,0.44,0.48,0.55,0.39,0.53,0.5,0.43,0.51,0.55,0.47,0.56,0.49,0.5,0.48,0.54,0.51,0.49,0.45,0.39,0.41,0.54,0.45,0.51,0.54,0.51,0.5,0.54,0.5,0.51,0.5,0.49,0.5,0.49,0.54,0.5,0.51,0.5,0.46,0.5,0.52,0.37,0.52,0.5,0.51,0.5,0.49,0.49,0.5,0.49,0.52,0.5
15,0.56,0.56,0.58,0.46,0.65,0.62,0.49,0.65,0.5,0.51,0.61,0.62,0.51,0.56,0.67,0.51,0.5,0.5,0.5,0.5,0.5,0.49,0.49,0.54,0.54,0.49,0.66,0.51,0.52,0.57,0.49,0.55,0.52,0.6,0.61,0.58,0.58,0.55,0.58,0.46,0.51,0.56,0.5,0.64,0.64,0.62,0.59,0.45,0.54,0.55,0.58,0.54,0.54,0.61,0.49,0.5,0.52,0.72,0.69,0.73,0.6,0.55,0.58,0.63,0.47,0.52,0.6,0.53,0.55,0.57,0.54,0.63,0.54,0.5,0.55,0.45,0.54,0.5,0.5,0.49,0.52,0.49,0.52,0.49,0.5,0.49,0.51,0.5,0.5,0.54,0.5,0.5,0.55,0.53,0.52,0.5,0.49,0.5,0.5,0.5,0.49
16,0.55,0.54,0.53,0.51,0.54,0.43,0.45,0.37,0.5,0.49,0.42,0.49,0.53,0.57,0.56,0.5,0.5,0.49,0.49,0.51,0.49,0.5,0.5,0.54,0.59,0.51,0.44,0.49,0.43,0.49,0.54,0.55,0.5,0.58,0.47,0.68,0.4,0.5,0.5,0.5,0.5,0.49,0.63,0.34,0.51,0.49,0.55,0.49,0.5,0.5,0.55,0.52,0.51,0.51,0.49,0.46,0.49,0.49,0.55,0.48,0.51,0.46,0.5,0.47,0.45,0.45,0.58,0.39,0.5,0.55,0.5,0.54,0.45,0.49,0.56,0.49,0.54,0.49,0.49,0.5,0.49,0.51,0.5,0.54,0.49,0.5,0.59,0.5,0.48,0.52,0.39,0.45,0.52,0.51,0.51,0.49,0.51,0.38,0.49,0.49,0.51
17,0.51,0.55,0.51,0.42,0.47,0.42,0.37,0.54,0.49,0.5,0.5,0.54,0.46,0.42,0.43,0.49,0.49,0.51,0.49,0.5,0.5,0.51,0.51,0.5,0.54,0.49,0.46,0.5,0.5,0.51,0.5,0.5,0.55,0.58,0.49,0.5,0.5,0.52,0.52,0.56,0.5,0.5,0.51,0.54,0.6,0.5,0.42,0.51,0.5,0.5,0.51,0.5,0.49,0.54,0.51,0.5,0.45,0.47,0.46,0.45,0.42,0.45,0.51,0.55,0.48,0.54,0.5,0.51,0.51,0.4,0.54,0.49,0.5,0.5,0.41,0.5,0.49,0.5,0.49,0.5,0.5,0.48,0.49,0.5,0.5,0.5,0.5,0.5,0.56,0.49,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.51,0.5,0.49,0.51
18,0.45,0.54,0.58,0.49,0.35,0.29,0.55,0.37,0.48,0.5,0.51,0.52,0.53,0.47,0.47,0.45,0.6,0.45,0.5,0.59,0.46,0.51,0.48,0.43,0.41,0.55,0.34,0.49,0.48,0.59,0.49,0.45,0.45,0.36,0.4,0.45,0.24,0.43,0.5,0.49,0.51,0.35,0.58,0.54,0.51,0.34,0.4,0.43,0.54,0.32,0.48,0.6,0.53,0.49,0.49,0.49,0.51,0.45,0.25,0.43,0.34,0.55,0.37,0.39,0.33,0.57,0.45,0.47,0.44,0.53,0.34,0.39,0.44,0.45,0.48,0.36,0.47,0.43,0.49,0.49,0.51,0.5,0.49,0.6,0.45,0.49,0.49,0.5,0.46,0.52,0.52,0.51,0.39,0.49,0.5,0.51,0.49,0.4,0.5,0.52,0.5
19,0.6,0.55,0.66,0.49,0.56,0.71,0.54,0.65,0.5,0.51,0.63,0.49,0.5,0.58,0.76,0.5,0.51,0.5,0.49,0.52,0.49,0.5,0.5,0.66,0.54,0.61,0.62,0.55,0.48,0.56,0.54,0.51,0.65,0.61,0.51,0.55,0.49,0.58,0.64,0.55,0.46,0.59,0.5,0.5,0.54,0.49,0.58,0.49,0.5,0.59,0.57,0.45,0.54,0.59,0.59,0.5,0.55,0.58,0.53,0.55,0.54,0.54,0.43,0.62,0.54,0.64,0.55,0.55,0.48,0.6,0.47,0.62,0.56,0.51,0.6,0.53,0.55,0.49,0.5,0.49,0.51,0.5,0.5,0.5,0.45,0.45,0.5,0.52,0.49,0.54,0.6,0.54,0.5,0.49,0.48,0.54,0.5,0.51,0.49,0.5,0.49
20,0.19,0.48,0.48,0.45,0.48,0.3,0.5,0.35,0.5,0.5,0.46,0.42,0.49,0.45,0.27,0.48,0.5,0.5,0.49,0.51,0.5,0.5,0.49,0.38,0.38,0.54,0.34,0.54,0.43,0.29,0.37,0.5,0.33,0.44,0.33,0.49,0.39,0.37,0.45,0.44,0.51,0.42,0.44,0.46,0.33,0.35,0.31,0.5,0.46,0.49,0.27,0.24,0.54,0.41,0.44,0.56,0.44,0.38,0.27,0.49,0.4,0.45,0.5,0.53,0.35,0.34,0.56,0.42,0.37,0.4,0.51,0.38,0.5,0.5,0.4,0.51,0.52,0.46,0.51,0.5,0.5,0.5,0.47,0.44,0.51,0.5,0.46,0.5,0.49,0.48,0.46,0.5,0.35,0.5,0.53,0.5,0.53,0.49,0.5,0.48,0.5
21,0.56,0.46,0.63,0.4,0.55,0.5,0.46,0.57,0.41,0.47,0.49,0.59,0.37,0.49,0.58,0.49,0.51,0.5,0.5,0.5,0.5,0.49,0.49,0.45,0.49,0.51,0.59,0.49,0.55,0.45,0.59,0.47,0.48,0.47,0.48,0.51,0.51,0.54,0.48,0.56,0.49,0.47,0.61,0.46,0.48,0.46,0.45,0.55,0.55,0.51,0.38,0.5,0.55,0.54,0.61,0.54,0.53,0.55,0.54,0.52,0.48,0.54,0.51,0.52,0.42,0.34,0.4,0.52,0.35,0.49,0.49,0.41,0.5,0.51,0.58,0.5,0.39,0.5,0.57,0.49,0.51,0.49,0.49,0.39,0.51,0.47,0.45,0.49,0.5,0.51,0.55,0.51,0.5,0.51,0.5,0.6,0.55,0.49,0.49,0.5,0.5
22,0.52,0.51,0.54,0.43,0.59,0.59,0.5,0.62,0.51,0.5,0.54,0.5,0.45,0.42,0.59,0.49,0.49,0.5,0.5,0.49,0.5,0.51,0.5,0.51,0.49,0.56,0.49,0.51,0.49,0.51,0.51,0.5,0.51,0.54,0.56,0.51,0.63,0.5,0.5,0.51,0.5,0.54,0.45,0.51,0.54,0.5,0.55,0.49,0.5,0.51,0.55,0.5,0.51,0.37,0.52,0.5,0.49,0.57,0.49,0.49,0.5,0.5,0.54,0.51,0.5,0.51,0.5,0.5,0.54,0.55,0.45,0.5,0.5,0.5,0.54,0.48,0.51,0.5,0.5,0.5,0.51,0.49,0.51,0.5,0.51,0.49,0.52,0.51,0.49,0.5,0.49,0.49,0.55,0.5,0.5,0.48,0.49,0.5,0.55,0.51,0.49
23,0.44,0.54,0.59,0.55,0.7,0.63,0.54,0.47,0.51,0.51,0.6,0.53,0.39,0.54,0.45,0.5,0.5,0.5,0.49,0.51,0.5,0.5,0.51,0.48,0.64,0.42,0.6,0.51,0.64,0.46,0.5,0.51,0.58,0.67,0.6,0.49,0.54,0.63,0.55,0.61,0.53,0.5,0.6,0.53,0.62,0.45,0.6,0.68,0.54,0.51,0.5,0.5,0.57,0.55,0.48,0.62,0.59,0.54,0.54,0.6,0.49,0.52,0.7,0.7,0.5,0.51,0.45,0.45,0.55,0.49,0.51,0.54,0.49,0.49,0.49,0.47,0.45,0.5,0.51,0.45,0.5,0.49,0.51,0.49,0.5,0.38,0.51,0.5,0.48,0.5,0.5,0.51,0.5,0.5,0.59,0.5,0.49,0.51,0.48,0.49,0.51
24,0.51,0.55,0.6,0.54,0.61,0.68,0.49,0.61,0.49,0.49,0.63,0.54,0.5,0.61,0.64,0.5,0.51,0.49,0.5,0.49,0.55,0.5,0.49,0.57,0.5,0.45,0.66,0.55,0.49,0.56,0.55,0.5,0.47,0.66,0.43,0.58,0.57,0.49,0.55,0.55,0.5,0.48,0.55,0.56,0.59,0.46,0.51,0.56,0.5,0.55,0.51,0.5,0.5,0.52,0.49,0.55,0.52,0.71,0.63,0.56,0.62,0.5,0.55,0.63,0.51,0.55,0.48,0.51,0.54,0.56,0.57,0.69,0.5,0.54,0.63,0.46,0.56,0.51,0.49,0.5,0.49,0.49,0.48,0.51,0.49,0.49,0.49,0.51,0.52,0.49,0.55,0.49,0.5,0.55,0.5,0.49,0.53,0.5,0.5,0.5,0.5
25,0.49,0.51,0.5,0.47,0.51,0.35,0.53,0.5,0.51,0.51,0.55,0.5,0.5,0.51,0.49,0.5,0.49,0.51,0.49,0.5,0.5,0.51,0.5,0.54,0.45,0.47,0.59,0.5,0.5,0.44,0.5,0.51,0.51,0.49,0.55,0.43,0.51,0.51,0.51,0.53,0.5,0.39,0.5,0.49,0.55,0.45,0.47,0.49,0.5,0.5,0.49,0.51,0.51,0.47,0.51,0.49,0.5,0.38,0.49,0.55,0.5,0.56,0.46,0.5,0.45,0.46,0.5,0.5,0.5,0.47,0.5,0.5,0.51,0.52,0.51,0.49,0.49,0.51,0.51,0.5,0.49,0.5,0.49,0.5,0.51,0.51,0.5,0.5,0.49,0.5,0.51,0.49,0.52,0.49,0.49,0.51,0.5,0.49,0.49,0.51,0.5
26,0.55,0.5,0.59,0.5,0.54,0.55,0.49,0.58,0.55,0.49,0.47,0.54,0.5,0.59,0.56,0.51,0.5,0.49,0.5,0.5,0.5,0.51,0.49,0.51,0.54,0.5,0.54,0.48,0.49,0.55,0.5,0.59,0.58,0.47,0.53,0.48,0.51,0.5,0.65,0.46,0.49,0.49,0.51,0.56,0.53,0.58,0.67,0.51,0.51,0.5,0.49,0.51,0.51,0.51,0.5,0.49,0.53,0.5,0.55,0.41,0.54,0.47,0.51,0.58,0.38,0.5,0.49,0.49,0.5,0.49,0.46,0.5,0.51,0.49,0.51,0.49,0.51,0.51,0.5,0.49,0.49,0.5,0.5,0.5,0.51,0.49,0.49,0.5,0.5,0.48,0.51,0.5,0.5,0.54,0.49,0.51,0.49,0.51,0.51,0.51,0.51
27,0.54,0.5,0.49,0.46,0.48,0.28,0.47,0.38,0.5,0.49,0.41,0.47,0.42,0.44,0.56,0.51,0.51,0.52,0.5,0.51,0.5,0.5,0.49,0.44,0.42,0.38,0.45,0.5,0.46,0.45,0.45,0.51,0.33,0.35,0.44,0.5,0.37,0.54,0.49,0.49,0.44,0.54,0.51,0.49,0.5,0.42,0.39,0.41,0.5,0.5,0.38,0.36,0.5,0.37,0.49,0.49,0.49,0.61,0.41,0.38,0.53,0.49,0.55,0.4,0.5,0.52,0.36,0.64,0.32,0.45,0.54,0.57,0.51,0.5,0.44,0.5,0.45,0.41,0.51,0.5,0.5,0.48,0.49,0.49,0.5,0.47,0.51,0.5,0.5,0.52,0.5,0.42,0.44,0.5,0.5,0.5,0.5,0.45,0.49,0.5,0.5
28,0.41,0.51,0.48,0.62,0.61,0.43,0.65,0.46,0.52,0.55,0.45,0.52,0.52,0.57,0.62,0.51,0.51,0.5,0.52,0.51,0.49,0.51,0.5,0.41,0.59,0.45,0.6,0.5,0.52,0.49,0.48,0.55,0.53,0.49,0.64,0.49,0.58,0.6,0.7,0.68,0.55,0.45,0.6,0.43,0.61,0.7,0.51,0.55,0.59,0.49,0.52,0.54,0.46,0.54,0.41,0.54,0.58,0.59,0.5,0.64,0.5,0.54,0.61,0.47,0.5,0.51,0.55,0.53,0.54,0.46,0.49,0.5,0.5,0.51,0.58,0.5,0.62,0.5,0.49,0.56,0.55,0.49,0.49,0.54,0.49,0.62,0.51,0.5,0.49,0.48,0.54,0.54,0.52,0.48,0.46,0.59,0.45,0.39,0.51,0.51,0.51
29,0.57,0.41,0.59,0.5,0.39,0.61,0.46,0.51,0.38,0.48,0.55,0.4,0.53,0.42,0.66,0.51,0.5,0.48,0.5,0.52,0.5,0.51,0.5,0.62,0.55,0.38,0.41,0.54,0.49,0.65,0.47,0.5,0.56,0.44,0.47,0.49,0.53,0.44,0.56,0.56,0.53,0.42,0.53,0.5,0.49,0.6,0.61,0.49,0.49,0.58,0.49,0.38,0.51,0.54,0.55,0.5,0.67,0.51,0.46,0.58,0.49,0.5,0.55,0.47,0.5,0.54,0.55,0.59,0.48,0.44,0.48,0.57,0.5,0.5,0.44,0.45,0.47,0.5,0.49,0.49,0.5,0.5,0.5,0.59,0.5,0.55,0.49,0.5,0.5,0.5,0.5,0.59,0.48,0.5,0.52,0.5,0.5,0.5,0.51,0.5,0.5
30,0.55,0.5,0.55,0.49,0.57,0.29,0.5,0.39,0.5,0.49,0.49,0.51,0.5,0.46,0.36,0.49,0.5,0.51,0.49,0.5,0.5,0.49,0.5,0.42,0.51,0.55,0.49,0.5,0.5,0.5,0.49,0.49,0.37,0.38,0.51,0.5,0.5,0.46,0.47,0.5,0.48,0.38,0.55,0.4,0.5,0.43,0.51,0.51,0.5,0.5,0.38,0.51,0.51,0.5,0.49,0.5,0.51,0.46,0.49,0.32,0.49,0.49,0.39,0.52,0.48,0.44,0.41,0.57,0.49,0.36,0.5,0.48,0.5,0.55,0.51,0.5,0.51,0.5,0.49,0.51,0.49,0.48,0.44,0.51,0.45,0.52,0.51,0.5,0.5,0.49,0.5,0.49,0.49,0.5,0.52,0.55,0.5,0.49,0.49,0.49,0.49
31,0.49,0.39,0.45,0.55,0.5,0.38,0.39,0.59,0.45,0.5,0.53,0.43,0.35,0.3,0.4,0.49,0.51,0.48,0.5,0.49,0.5,0.5,0.51,0.51,0.32,0.42,0.41,0.5,0.47,0.45,0.56,0.37,0.6,0.28,0.32,0.45,0.3,0.52,0.48,0.57,0.54,0.45,0.47,0.37,0.33,0.5,0.39,0.44,0.57,0.51,0.38,0.41,0.37,0.48,0.55,0.51,0.43,0.36,0.42,0.4,0.5,0.44,0.45,0.4,0.42,0.5,0.39,0.48,0.5,0.49,0.5,0.51,0.49,0.49,0.54,0.51,0.43,0.5,0.55,0.52,0.5,0.5,0.49,0.46,0.5,0.6,0.46,0.51,0.5,0.5,0.55,0.51,0.49,0.5,0.51,0.53,0.5,0.51,0.49,0.49,0.51
32,0.28,0.3,0.38,0.33,0.37,0.36,0.35,0.37,0.5,0.44,0.4,0.53,0.36,0.37,0.41,0.49,0.5,0.51,0.5,0.51,0.49,0.51,0.5,0.4,0.42,0.42,0.48,0.53,0.51,0.46,0.42,0.4,0.4,0.41,0.54,0.49,0.35,0.43,0.43,0.47,0.46,0.48,0.46,0.41,0.46,0.29,0.46,0.57,0.42,0.43,0.47,0.38,0.46,0.55,0.42,0.49,0.19,0.38,0.29,0.49,0.48,0.5,0.42,0.5,0.46,0.45,0.37,0.46,0.24,0.44,0.49,0.46,0.49,0.51,0.41,0.5,0.5,0.5,0.51,0.44,0.49,0.46,0.55,0.43,0.51,0.44,0.49,0.5,0.5,0.52,0.5,0.45,0.49,0.5,0.4,0.45,0.45,0.42,0.49,0.5,0.5
33,0.45,0.54,0.49,0.49,0.5,0.51,0.59,0.54,0.5,0.55,0.44,0.55,0.45,0.5,0.39,0.51,0.5,0.51,0.5,0.52,0.5,0.51,0.5,0.62,0.52,0.46,0.61,0.48,0.43,0.49,0.54,0.51,0.46,0.47,0.51,0.5,0.53,0.54,0.51,0.5,0.51,0.52,0.49,0.42,0.55,0.47,0.59,0.49,0.49,0.54,0.5,0.5,0.49,0.49,0.49,0.49,0.49,0.59,0.52,0.54,0.55,0.5,0.5,0.55,0.51,0.51,0.51,0.55,0.48,0.43,0.5,0.5,0.5,0.51,0.54,0.5,0.5,0.53,0.51,0.49,0.5,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.5,0.51,0.5,0.51,0.49,0.5,0.5,0.51,0.52,0.5,0.49,0.5
34,0.58,0.5,0.53,0.46,0.48,0.69,0.49,0.72,0.55,0.52,0.57,0.46,0.5,0.52,0.49,0.51,0.51,0.5,0.5,0.5,0.46,0.5,0.51,0.5,0.55,0.51,0.45,0.45,0.53,0.45,0.6,0.55,0.59,0.61,0.5,0.46,0.47,0.53,0.48,0.62,0.49,0.57,0.53,0.51,0.4,0.49,0.55,0.5,0.58,0.53,0.58,0.55,0.5,0.54,0.54,0.54,0.63,0.59,0.49,0.63,0.44,0.5,0.51,0.48,0.57,0.61,0.5,0.49,0.59,0.55,0.56,0.58,0.5,0.55,0.5,0.54,0.54,0.38,0.51,0.51,0.51,0.49,0.49,0.5,0.54,0.49,0.5,0.5,0.51,0.45,0.52,0.5,0.45,0.48,0.5,0.5,0.51,0.5,0.52,0.5,0.51
