item_id,knowledge_code
247,"[2, 25, 32]"
248,"[2, 2, 25, 25, 45, 45]"
249,"[2, 25, 45]"
250,"[2, 25, 45]"
251,"[2, 25, 32, 49]"
252,"[2, 25, 32, 49]"
253,"[2, 25, 32, 49]"
254,"[2, 25, 32, 49]"
255,"[2, 25, 45]"
256,"[2, 25, 45]"
257,"[2, 25, 45]"
258,"[2, 25, 45]"
259,"[2, 25, 32, 49]"
260,"[2, 25, 45]"
261,"[2, 25, 32, 49]"
262,"[2, 25, 32, 49]"
263,"[2, 25, 32]"
264,"[2, 45]"
265,"[2, 45]"
266,"[2, 45]"
267,"[2, 45]"
268,"[2, 32, 50]"
269,"[2, 45]"
270,"[2, 45]"
271,"[2, 32, 50]"
272,"[2, 45]"
273,"[2, 45]"
274,"[2, 25, 32, 49]"
275,"[2, 25, 45]"
276,"[2, 45]"
277,"[2, 45]"
278,"[2, 45]"
279,"[2, 32, 50]"
280,"[2, 45]"
281,"[2, 32, 50]"
282,"[2, 45]"
283,"[2, 25, 32, 49]"
284,"[2, 25, 32]"
285,"[2, 25, 45]"
286,"[2, 45]"
287,"[2, 45]"
288,"[2, 25, 32]"
289,"[2, 25, 45]"
290,"[2, 25, 45]"
291,"[2, 25, 32, 49]"
292,"[2, 45]"
293,"[2, 45]"
294,"[2, 45]"
295,"[2, 25, 45]"
296,"[2, 25, 45]"
297,"[2, 32, 50]"
298,"[2, 45]"
299,"[2, 45]"
300,"[2, 45]"
301,"[2, 45]"
302,"[2, 45]"
303,"[2, 45]"
304,"[2, 25, 32, 49]"
305,"[2, 25, 32, 49]"
306,"[2, 45]"
307,"[2, 25, 32, 49]"
308,"[2, 45]"
309,"[2, 45]"
310,"[2, 25, 45]"
311,"[2, 25, 32, 49]"
312,"[2, 25, 45]"
313,"[2, 25, 32, 49]"
314,"[2, 25, 45]"
315,"[2, 25, 45]"
316,"[2, 25, 32, 49]"
317,"[2, 25, 32]"
318,"[2, 25, 45]"
319,"[2, 25, 45]"
320,"[2, 25, 45]"
321,"[2, 25, 32, 49]"
322,"[2, 2, 25, 25, 32, 32, 49, 49]"
323,"[2, 25, 32, 49]"
324,"[2, 25, 32, 49]"
325,"[2, 25, 32, 49]"
326,"[2, 25, 32, 49]"
327,"[2, 25, 32, 49]"
328,"[2, 25, 32, 49]"
329,"[2, 25, 45]"
330,"[2, 25, 45]"
331,"[2, 25, 32, 49]"
332,"[2, 25, 32, 49]"
333,"[2, 25, 32, 49]"
334,"[2, 25, 32, 49]"
335,"[2, 25, 32, 49]"
336,"[2, 25, 32, 49]"
337,"[2, 25, 45]"
338,"[2, 25, 32, 49]"
339,"[2, 25, 32]"
340,"[2, 32, 50]"
341,"[2, 32, 50]"
342,"[2, 45]"
343,"[2, 25, 45]"
344,"[2, 2, 25, 25, 32, 32, 49, 49]"
345,"[2, 25, 32, 49]"
346,"[2, 25, 32, 49]"
347,"[2, 25, 45]"
348,"[2, 45]"
349,"[2, 32, 50]"
350,"[2, 25, 45]"
351,"[2, 25, 45]"
352,"[2, 32, 50]"
353,"[2, 45]"
354,"[2, 45]"
355,"[2, 45]"
356,"[2, 45]"
357,"[2, 45]"
358,"[2, 45]"
359,"[2, 45]"
360,"[2, 45]"
361,"[2, 32, 50]"
362,"[2, 25, 32, 49]"
363,"[2, 25, 32]"
364,"[2, 25, 32]"
365,"[2, 32, 50]"
366,"[2, 25, 32, 49]"
367,"[2, 45]"
368,"[2, 45]"
369,"[2, 45]"
370,"[2, 45]"
371,"[2, 45]"
372,"[2, 45]"
373,"[2, 45]"
374,"[2, 32, 50]"
375,"[2, 25, 32, 49]"
376,"[2, 25, 32]"
377,"[2, 45]"
378,"[2, 45]"
379,"[2, 25, 32, 49]"
380,"[2, 25, 32, 49]"
381,"[2, 45]"
382,"[2, 45]"
383,"[2, 45]"
384,"[2, 45]"
385,"[2, 45]"
386,"[2, 45]"
387,"[2, 25, 32]"
388,"[2, 45]"
389,"[2, 45]"
390,"[2, 45]"
391,"[2, 45]"
392,"[2, 45]"
393,"[2, 45]"
394,"[2, 45]"
395,"[2, 45]"
396,"[2, 45]"
397,"[2, 45]"
398,"[2, 45]"
399,"[2, 45]"
400,"[2, 45]"
401,"[2, 45]"
402,"[2, 45]"
403,"[2, 45]"
404,"[2, 45]"
405,"[2, 45]"
406,"[2, 45]"
407,"[2, 45]"
408,"[2, 45]"
409,"[2, 45]"
410,"[2, 45]"
411,"[2, 45]"
412,"[2, 45]"
413,"[2, 45]"
414,"[2, 45]"
415,"[2, 45]"
416,"[2, 45]"
417,"[2, 45]"
418,"[2, 45]"
419,"[2, 45]"
420,"[2, 45]"
421,"[2, 45]"
422,"[2, 45]"
423,"[2, 45]"
424,"[2, 45]"
425,"[2, 45]"
426,"[2, 45]"
427,"[2, 45]"
428,"[2, 45]"
429,"[2, 45]"
430,"[2, 45]"
431,[3]
432,[3]
433,[3]
434,[3]
435,[3]
436,[3]
437,[3]
438,[3]
439,[3]
440,[3]
441,[3]
442,[3]
443,[3]
444,[3]
445,[3]
446,[3]
447,[3]
448,[3]
449,[3]
450,[3]
451,[3]
452,[3]
453,[3]
454,[3]
455,[3]
456,[3]
457,[3]
458,[3]
459,[3]
460,[3]
461,[3]
462,[3]
463,[3]
464,[3]
465,[3]
466,[3]
467,[3]
468,[3]
469,[3]
470,[3]
471,[3]
472,[3]
473,[3]
474,[3]
475,[3]
476,[3]
477,[3]
478,[3]
479,[3]
480,[3]
481,[3]
482,[3]
483,[3]
484,[3]
485,[3]
486,[3]
487,[3]
488,[3]
489,[3]
490,[3]
491,[3]
492,[3]
493,[3]
494,[3]
495,[3]
496,[3]
497,[3]
498,[3]
499,[3]
500,[3]
501,[3]
502,[3]
503,[3]
504,[3]
505,[3]
506,[3]
507,[3]
508,[3]
509,[3]
510,[3]
511,[3]
512,[3]
513,[3]
514,[3]
515,[3]
516,[3]
517,[3]
518,[3]
519,[3]
520,[3]
521,[3]
522,[3]
523,"[3, 3]"
524,[3]
525,[3]
526,[3]
527,[3]
528,[3]
529,[3]
530,[3]
531,[3]
532,[3]
533,[3]
534,[3]
535,[3]
536,[3]
537,[3]
538,[3]
539,[3]
540,[3]
541,[3]
542,[3]
543,[3]
544,[3]
545,[3]
546,[3]
547,[3]
548,[3]
549,[3]
550,[3]
551,[3]
552,[3]
553,[3]
554,[3]
555,[3]
556,[3]
557,[3]
558,[3]
559,[3]
560,[3]
561,[3]
562,[3]
563,[3]
564,[3]
565,[3]
566,[3]
567,[3]
568,[3]
569,[3]
570,[3]
571,[3]
572,[3]
573,"[4, 122]"
574,"[4, 122]"
575,"[4, 122]"
576,"[4, 122]"
577,"[4, 122]"
578,"[4, 122]"
579,"[4, 122]"
580,"[4, 122]"
581,"[4, 122]"
582,"[4, 122]"
583,"[4, 122]"
584,"[4, 122]"
585,"[4, 122]"
586,"[4, 122]"
587,"[4, 122]"
588,"[4, 122]"
589,"[4, 122]"
590,"[4, 122]"
591,"[4, 122]"
592,"[4, 122]"
593,"[4, 122]"
594,"[4, 122]"
595,"[4, 122]"
596,"[4, 122]"
597,"[4, 122]"
598,"[4, 122]"
599,"[4, 122]"
600,"[4, 122]"
601,"[4, 122]"
602,"[4, 122]"
603,"[4, 122]"
604,"[4, 122]"
605,"[4, 122]"
606,"[4, 122]"
607,"[4, 122]"
608,"[4, 122]"
609,"[4, 122]"
610,"[4, 122]"
611,"[4, 122]"
612,"[4, 122]"
613,"[4, 122]"
614,"[4, 122]"
615,"[4, 122]"
616,"[4, 122]"
617,"[4, 122]"
618,"[4, 122]"
619,"[4, 122]"
620,"[4, 122]"
621,"[4, 122]"
622,"[4, 122]"
623,"[4, 122]"
624,"[4, 122]"
625,"[4, 122]"
626,"[4, 122]"
627,"[4, 122]"
628,"[4, 122]"
629,"[4, 122]"
630,"[4, 122]"
631,"[4, 122]"
632,"[4, 122]"
633,"[4, 122]"
634,"[4, 122]"
635,"[4, 122]"
636,"[4, 122]"
637,"[4, 122]"
638,"[4, 122]"
639,"[4, 122]"
640,"[4, 122]"
641,"[4, 122]"
642,"[4, 122]"
643,"[4, 122]"
644,"[4, 122]"
645,"[4, 122]"
646,"[4, 122]"
647,"[4, 122]"
648,"[4, 122]"
649,"[4, 122]"
650,"[4, 122]"
651,"[4, 122]"
652,"[4, 122]"
653,"[4, 122]"
654,"[4, 122]"
655,"[4, 122]"
656,"[4, 122]"
657,"[4, 122]"
658,"[4, 122]"
659,"[4, 122]"
660,"[4, 122]"
661,"[4, 122]"
662,"[4, 122]"
663,"[4, 122]"
664,"[4, 122]"
665,"[4, 122]"
666,"[4, 122]"
667,"[4, 122]"
668,"[4, 122]"
669,"[4, 122]"
670,"[4, 122]"
671,"[4, 122]"
672,"[4, 122]"
673,"[4, 122]"
674,"[4, 122]"
675,"[4, 122]"
676,"[4, 122]"
677,"[4, 122]"
678,"[4, 122]"
679,"[4, 122]"
680,"[4, 122]"
681,"[4, 122]"
682,"[4, 122]"
683,"[4, 122]"
684,"[4, 122]"
685,"[4, 122]"
686,"[4, 122]"
687,"[4, 122]"
688,"[4, 122]"
689,"[4, 122]"
690,"[4, 122]"
691,"[4, 122]"
692,"[4, 122]"
693,"[4, 122]"
694,"[4, 122]"
695,"[4, 122]"
696,"[4, 122]"
697,"[4, 122]"
698,"[4, 122]"
699,"[4, 122]"
700,"[4, 122]"
701,"[4, 122]"
702,"[4, 122]"
703,"[4, 122]"
704,"[4, 122]"
705,"[4, 122]"
706,"[4, 122]"
707,"[4, 122]"
708,"[4, 122]"
709,"[4, 122]"
710,"[4, 122]"
711,"[4, 122]"
712,"[4, 122]"
713,"[4, 122]"
714,"[4, 122]"
715,"[4, 122]"
716,"[4, 122]"
717,"[4, 122]"
718,"[4, 122]"
719,"[4, 122]"
720,"[4, 122]"
721,"[4, 122]"
722,"[4, 122]"
723,"[4, 122]"
724,"[4, 122]"
725,"[4, 122]"
726,"[4, 122]"
727,"[4, 122]"
728,"[4, 122]"
729,"[4, 122]"
730,"[4, 122]"
731,"[4, 122]"
732,"[4, 122]"
733,"[4, 122]"
734,"[4, 122]"
735,"[4, 122]"
736,"[4, 122]"
737,"[4, 122]"
738,"[4, 122]"
739,"[4, 122]"
740,"[4, 122]"
741,"[4, 122]"
742,"[4, 65]"
743,"[4, 122]"
744,"[4, 122]"
745,"[4, 122]"
746,"[4, 122]"
747,"[4, 122]"
748,"[4, 122]"
749,"[4, 122]"
750,"[4, 122]"
751,"[4, 122]"
752,"[4, 122]"
753,"[4, 122]"
754,"[4, 122]"
755,"[4, 122]"
756,"[4, 122]"
757,"[4, 122]"
758,"[4, 122]"
759,"[4, 122]"
760,"[4, 122]"
761,"[4, 122]"
762,"[4, 122]"
763,"[4, 122]"
764,"[4, 122]"
765,"[4, 122]"
766,"[4, 122]"
767,"[4, 122]"
768,"[4, 122]"
769,"[4, 122]"
770,"[4, 122]"
771,"[4, 122]"
772,"[4, 122]"
773,"[4, 122]"
774,"[4, 122]"
775,"[4, 122]"
776,"[4, 122]"
777,"[4, 122]"
778,"[4, 122]"
779,"[4, 122]"
780,"[4, 122]"
781,"[4, 122]"
782,"[4, 122]"
783,"[4, 122]"
784,"[4, 122]"
785,"[4, 122]"
786,"[4, 122]"
787,"[4, 122]"
788,"[4, 122]"
789,"[4, 122]"
790,"[4, 122]"
791,"[4, 122]"
792,"[4, 122]"
793,"[4, 122]"
794,"[4, 122]"
795,"[4, 122]"
796,"[4, 122]"
797,"[4, 122]"
798,"[4, 122]"
799,"[4, 122]"
800,"[4, 122]"
801,"[4, 122]"
802,"[4, 122]"
803,"[4, 122]"
804,"[4, 122]"
805,"[4, 122]"
806,"[4, 122]"
807,"[4, 122]"
808,"[4, 122]"
809,"[4, 122]"
810,"[4, 122]"
811,"[4, 122]"
812,"[4, 122]"
813,"[4, 122]"
814,"[4, 122]"
815,"[4, 122]"
816,"[4, 122]"
817,"[4, 122]"
818,"[4, 122]"
819,"[4, 122]"
820,"[4, 122]"
821,"[4, 122]"
822,"[4, 122]"
823,"[4, 122]"
824,"[4, 122]"
825,"[4, 122]"
826,"[4, 122]"
827,"[4, 122]"
828,"[4, 122]"
829,"[4, 122]"
830,"[4, 122]"
831,"[4, 122]"
832,"[4, 122]"
833,"[4, 122]"
834,"[4, 122]"
835,"[4, 122]"
836,"[4, 122]"
837,"[4, 122]"
838,"[4, 122]"
839,"[4, 122]"
840,"[4, 122]"
841,"[4, 122]"
842,"[4, 122]"
843,"[4, 122]"
844,"[4, 122]"
845,"[4, 122]"
846,"[4, 122]"
847,"[4, 122]"
848,"[4, 122]"
849,"[4, 122]"
850,"[4, 122]"
851,"[4, 122]"
852,"[4, 122]"
853,"[4, 122]"
854,"[4, 122]"
855,"[4, 122]"
856,"[4, 122]"
857,"[4, 122]"
858,"[4, 122]"
859,"[4, 122]"
860,"[4, 122]"
861,"[4, 122]"
862,"[4, 122]"
863,"[4, 122]"
864,"[4, 122]"
865,"[4, 122]"
866,"[4, 122]"
867,"[4, 122]"
868,"[4, 122]"
869,"[4, 122]"
870,"[4, 122]"
871,"[4, 122]"
872,"[4, 122]"
873,"[4, 122]"
874,"[4, 122]"
875,"[4, 122]"
876,"[4, 122]"
877,"[4, 122]"
878,"[4, 122]"
879,"[4, 122]"
880,"[4, 122]"
881,"[4, 122]"
882,"[4, 122]"
883,"[4, 122]"
884,"[4, 122]"
885,"[4, 122]"
886,"[4, 122]"
887,"[4, 122]"
888,"[4, 122]"
889,"[4, 122]"
890,"[4, 122]"
891,"[4, 122]"
892,"[4, 122]"
893,"[4, 122]"
894,"[4, 122]"
895,"[4, 122]"
896,"[4, 122]"
897,"[4, 122]"
898,"[4, 122]"
899,"[4, 122]"
900,"[4, 122]"
901,"[4, 122]"
902,"[4, 122]"
903,"[4, 122]"
904,"[4, 122]"
905,"[4, 122]"
906,"[4, 122]"
907,"[4, 122]"
908,"[4, 122]"
909,"[4, 122]"
910,"[4, 122]"
911,"[4, 122]"
912,"[4, 122]"
913,"[4, 122]"
914,"[4, 122]"
915,"[4, 122]"
916,"[4, 122]"
917,"[4, 122]"
918,"[4, 122]"
919,"[4, 122]"
920,"[4, 122]"
921,"[4, 122]"
922,"[4, 122]"
923,"[4, 122]"
924,"[4, 122]"
925,"[4, 122]"
926,[5]
927,[5]
928,[5]
929,[5]
930,[5]
931,[5]
932,"[5, 5]"
933,[5]
934,[5]
935,[5]
936,[5]
937,[5]
938,[5]
939,[5]
940,[5]
941,[5]
942,[5]
943,[5]
944,[5]
945,[5]
946,[5]
947,[5]
948,[5]
949,[5]
950,[5]
951,[5]
952,[5]
953,[5]
954,[5]
955,[5]
956,[5]
957,[5]
958,[5]
959,[5]
960,[5]
961,[5]
962,[5]
963,[5]
964,[5]
965,[5]
966,[5]
967,[5]
968,[5]
969,[5]
970,[5]
971,[5]
972,[5]
973,[5]
974,[5]
975,[5]
976,[5]
977,[5]
978,[5]
979,[5]
980,[5]
981,[5]
982,[5]
983,[5]
984,[5]
985,[5]
986,[5]
987,[5]
988,[5]
989,[5]
990,[5]
991,[5]
992,[5]
993,[5]
994,[5]
995,[5]
996,[5]
997,[5]
998,[5]
999,[5]
1000,[5]
1001,[5]
1002,[5]
1003,[5]
1004,[5]
1005,[5]
1006,[5]
1007,[5]
1008,[5]
1009,[5]
1010,[5]
1011,[5]
1012,[5]
1013,[5]
1014,[5]
1015,[5]
1016,[5]
1017,[5]
1018,[5]
1019,[5]
1020,[5]
1021,[5]
1022,[5]
1023,[5]
1024,[5]
1025,[5]
1026,[5]
1027,[5]
1028,[5]
1029,[5]
1030,[5]
1031,[5]
1032,[5]
1033,[5]
1034,[5]
1035,[5]
1036,[5]
1037,[5]
1038,[5]
1039,[5]
1040,[5]
1041,[5]
1042,[5]
1043,[5]
1044,[5]
1045,[5]
1046,[5]
1047,[5]
1048,[5]
1049,[5]
1050,[5]
1051,[5]
1052,[5]
1053,[5]
1054,[5]
1055,[5]
1056,[5]
1057,[5]
1058,[5]
1059,[5]
1060,[5]
1061,[5]
1062,[5]
1063,[5]
1064,[5]
1065,[5]
1066,[5]
1067,[5]
1068,[5]
1069,[5]
1070,[5]
1071,[5]
1072,[5]
1073,[5]
1074,[5]
1075,[5]
1076,[5]
1077,[5]
1078,[5]
1079,[5]
1080,[5]
1081,[5]
1082,[5]
1084,[5]
1085,"[6, 11]"
1086,"[6, 9]"
1087,"[6, 12]"
1088,"[6, 9]"
1089,"[6, 12]"
1090,"[6, 9]"
1091,"[6, 11]"
1092,"[6, 11]"
1093,"[6, 12]"
1094,"[6, 9]"
1095,"[6, 9]"
1096,"[6, 9]"
1097,"[6, 12]"
1098,"[6, 12]"
1099,"[6, 11]"
1100,"[6, 9]"
1101,"[6, 9]"
1102,"[6, 9]"
1103,"[6, 9]"
1104,"[6, 11]"
1105,"[6, 9]"
1106,"[6, 12]"
1107,"[6, 11]"
1108,"[6, 9]"
1109,"[6, 12]"
1110,"[6, 11]"
1111,"[6, 9]"
1112,"[6, 11]"
1113,"[6, 12]"
1114,"[6, 9]"
1115,"[6, 11]"
1116,"[6, 11]"
1117,"[6, 9]"
1118,"[6, 10]"
1119,"[6, 11]"
1120,"[6, 9]"
1121,"[6, 9]"
1122,"[6, 9]"
1123,"[6, 9]"
1124,"[6, 12]"
1125,"[6, 9]"
1126,"[6, 11]"
1127,"[6, 10]"
1128,"[6, 10]"
1129,"[6, 10]"
1130,"[6, 11]"
1131,"[6, 11]"
1132,"[6, 12]"
1133,"[6, 12]"
1134,"[6, 9]"
1135,"[6, 10]"
1136,"[6, 12]"
1137,"[6, 11]"
1138,"[6, 11]"
1139,"[6, 9]"
1140,"[6, 9]"
1141,"[6, 9]"
1142,"[6, 11]"
1143,"[6, 12]"
1144,"[6, 12]"
1145,"[6, 12]"
1146,"[6, 10]"
1147,"[6, 9]"
1148,"[6, 11]"
1149,"[6, 11]"
1150,"[6, 9]"
1151,"[6, 9]"
1152,"[6, 12]"
1153,"[6, 11]"
1154,"[6, 9]"
1155,"[6, 11]"
1156,"[6, 12]"
1157,"[6, 11]"
1158,"[6, 12]"
1159,"[6, 12]"
1160,"[6, 12]"
1161,"[6, 12]"
1162,"[6, 9]"
1163,"[6, 12]"
1164,"[6, 11]"
1165,"[6, 10]"
1166,"[6, 11]"
1167,"[6, 11]"
1168,"[6, 12]"
1169,"[6, 10]"
1170,"[6, 11]"
1171,"[6, 9]"
1172,"[6, 9]"
1173,"[6, 11]"
1174,"[6, 9]"
1175,"[6, 11]"
1176,"[6, 11]"
1177,"[6, 12]"
1178,"[6, 12]"
1179,"[6, 9]"
1180,"[6, 11]"
1181,"[6, 12]"
1182,"[6, 12]"
1183,"[6, 11]"
1184,"[6, 9]"
1185,"[6, 11]"
1186,"[6, 9]"
1187,"[6, 12]"
1188,"[6, 9]"
1189,"[6, 9]"
1190,"[6, 12]"
1191,"[6, 11]"
1192,"[6, 11]"
1193,"[6, 11]"
1194,"[6, 12]"
1195,"[6, 11]"
1196,"[6, 11]"
1197,"[6, 11]"
1198,"[6, 9]"
1199,"[6, 12]"
1200,"[6, 10]"
1201,"[6, 9]"
1202,"[6, 12]"
1203,"[6, 11]"
1204,"[6, 10]"
1205,"[6, 9]"
1206,"[6, 10]"
1207,"[6, 9]"
1208,"[6, 10]"
1209,"[6, 12]"
1210,"[6, 10]"
1211,"[6, 10]"
1212,"[6, 9]"
1213,"[6, 9]"
1214,"[6, 9]"
1215,"[6, 9]"
1216,"[6, 11]"
1217,"[6, 9]"
1218,"[6, 12]"
1219,"[6, 9]"
1220,"[6, 9]"
1221,"[6, 12]"
1222,"[6, 12]"
1223,"[6, 12]"
1224,"[6, 11]"
1225,"[6, 10]"
1226,"[6, 10]"
1227,"[6, 9]"
1228,"[6, 11]"
1229,"[6, 12]"
1230,"[6, 9]"
1231,"[6, 11]"
1232,"[6, 12]"
1233,"[6, 12]"
1234,"[6, 12]"
1235,"[6, 10]"
1236,"[6, 9]"
1237,"[6, 10]"
1238,"[6, 9]"
1239,"[6, 9]"
1240,"[6, 12]"
1241,"[6, 9]"
1242,"[6, 11]"
1243,"[6, 11]"
1244,"[6, 12]"
1245,"[6, 11]"
1246,"[6, 9]"
1247,"[6, 12]"
1248,"[6, 9]"
1249,"[6, 10]"
1250,"[6, 9]"
1251,"[6, 11]"
1252,"[6, 9]"
1253,"[6, 11]"
1254,"[6, 11]"
1255,"[6, 9]"
1256,"[6, 9]"
1257,"[6, 11]"
1258,"[6, 9]"
1259,"[6, 9]"
1260,"[6, 9]"
1261,"[6, 12]"
1262,"[6, 9]"
1263,"[6, 9]"
1264,"[6, 12]"
1265,"[6, 12]"
1266,"[6, 9]"
1267,"[6, 9]"
1268,"[6, 12]"
1269,"[6, 11]"
1270,"[6, 11]"
1271,"[6, 9]"
1272,"[6, 11]"
1273,"[6, 12]"
1274,"[6, 9]"
1275,"[6, 12]"
1276,"[6, 9]"
1277,"[6, 11]"
1278,"[6, 9]"
1279,"[6, 9]"
1280,"[6, 9]"
1281,"[6, 9]"
1282,"[6, 9]"
1283,"[6, 9]"
1284,"[6, 9]"
1285,"[6, 11]"
1286,"[6, 9]"
1287,"[6, 9]"
1288,"[6, 11]"
1289,"[6, 9]"
1290,"[6, 9]"
1291,"[6, 10]"
1292,"[6, 12]"
1293,"[6, 10]"
1294,"[6, 9]"
1295,"[6, 11]"
1296,"[6, 12]"
1297,"[6, 9]"
1298,"[6, 10]"
1299,"[6, 12]"
1300,"[6, 10]"
1301,"[6, 11]"
1302,"[6, 9]"
1303,"[6, 10]"
1304,"[6, 11]"
1305,"[6, 11]"
1306,"[6, 10]"
1307,"[6, 10]"
1308,"[6, 9]"
1309,"[6, 10]"
1310,"[6, 10]"
1311,"[6, 10]"
1312,"[6, 9]"
1313,"[6, 9]"
1314,"[6, 12]"
1315,"[6, 11]"
1316,"[6, 12]"
1317,"[6, 9]"
1318,"[6, 9]"
1319,"[6, 9]"
1320,"[6, 12]"
1321,"[6, 12]"
1322,"[6, 9]"
