user_id,item_id,score
203,1,1
204,1,1
205,1,0
206,1,0
207,1,1
208,1,1
209,1,1
210,1,1
211,1,0
212,1,0
213,1,1
214,1,0
215,1,1
216,1,1
217,1,0
218,1,1
219,1,1
220,1,1
221,1,0
222,1,1
223,1,1
224,1,0
225,1,1
226,1,0
227,1,0
228,1,0
229,1,1
230,1,1
231,1,0
232,1,1
233,1,0
234,1,0
235,1,1
236,1,1
237,1,1
238,1,1
239,1,0
240,1,1
241,1,1
242,1,1
243,1,1
244,1,0
245,1,1
246,1,0
247,1,1
248,1,1
249,1,0
250,1,0
251,1,0
252,1,1
253,1,0
254,1,1
255,1,1
256,1,1
257,1,1
258,1,1
259,1,1
260,1,1
261,1,0
262,1,0
263,1,0
264,1,0
265,1,0
266,1,1
267,1,1
268,1,1
269,1,1
270,1,1
271,1,0
272,1,1
273,1,1
274,1,1
275,1,1
276,1,1
277,1,1
278,1,1
279,1,1
280,1,1
281,1,1
282,1,1
283,1,0
284,1,1
285,1,0
286,1,1
287,1,0
288,1,1
289,1,1
290,1,1
291,1,0
292,1,1
293,1,0
294,1,0
295,1,1
296,1,0
297,1,0
298,1,0
299,1,0
300,1,1
301,1,1
302,1,1
303,1,1
304,1,1
305,1,1
306,1,1
307,1,1
308,1,1
309,1,0
310,1,0
311,1,1
312,1,0
313,1,1
314,1,0
315,1,1
316,1,1
317,1,0
318,1,1
319,1,1
320,1,0
321,1,1
322,1,1
323,1,1
324,1,1
325,1,1
326,1,0
327,1,0
328,1,1
329,1,1
330,1,1
331,1,0
332,1,1
333,1,0
334,1,0
335,1,1
336,1,1
337,1,0
338,1,0
339,1,1
340,1,1
341,1,1
342,1,0
343,1,0
344,1,1
345,1,0
346,1,1
347,1,0
348,1,1
349,1,1
350,1,1
351,1,1
352,1,0
353,1,0
354,1,1
355,1,1
356,1,1
357,1,1
358,1,1
359,1,1
360,1,1
361,1,0
362,1,1
363,1,1
364,1,0
365,1,1
366,1,1
367,1,0
368,1,1
369,1,1
370,1,1
371,1,1
372,1,0
373,1,0
374,1,1
375,1,1
376,1,1
377,1,0
378,1,1
379,1,1
380,1,1
381,1,1
382,1,0
383,1,1
384,1,1
385,1,1
386,1,1
387,1,0
388,1,1
389,1,1
390,1,0
391,1,0
392,1,0
393,1,0
394,1,1
395,1,0
396,1,1
397,1,0
398,1,1
399,1,0
400,1,0
401,1,1
402,1,1
403,1,1
404,1,0
405,1,1
406,1,0
407,1,0
408,1,0
409,1,1
410,1,1
411,1,1
412,1,0
413,1,1
414,1,0
415,1,0
416,1,0
417,1,0
418,1,0
419,1,1
420,1,0
421,1,0
422,1,1
423,1,0
424,1,0
425,1,0
426,1,0
427,1,0
428,1,1
429,1,1
430,1,0
431,1,1
432,1,1
433,1,1
434,1,1
435,1,0
436,1,0
437,1,0
438,1,1
439,1,1
440,1,1
441,1,0
442,1,0
443,1,1
444,1,1
445,1,1
446,1,0
447,1,1
448,1,1
449,1,1
450,1,0
451,1,0
452,1,0
453,1,1
454,1,0
455,1,0
456,1,1
457,1,0
458,1,1
459,1,1
460,1,1
461,1,1
462,1,0
463,1,1
464,1,0
465,1,1
466,1,1
467,1,0
468,1,1
469,1,1
470,1,1
471,1,1
472,1,1
473,1,1
474,1,1
475,1,0
476,1,1
477,1,1
478,1,1
479,1,0
480,1,1
481,1,1
482,1,0
483,1,1
484,1,1
485,1,1
486,1,0
487,1,1
488,1,0
489,1,1
490,1,0
491,1,0
492,1,1
493,1,0
494,1,1
495,1,0
496,1,1
497,1,0
498,1,0
499,1,0
500,1,0
501,1,1
502,1,0
503,1,0
504,1,0
505,1,0
506,1,0
507,1,0
508,1,0
509,1,0
510,1,0
511,1,0
512,1,0
513,1,1
514,1,0
515,1,0
516,1,0
517,1,0
518,1,1
519,1,0
520,1,1
521,1,0
522,1,0
523,1,0
524,1,0
525,1,0
526,1,0
527,1,1
528,1,1
529,1,0
530,1,0
531,1,0
532,1,0
533,1,1
534,1,0
535,1,1
536,1,1
1,2,0
2,2,1
3,2,1
4,2,1
5,2,0
6,2,0
7,2,0
8,2,0
9,2,0
10,2,0
11,2,1
12,2,1
13,2,0
14,2,0
15,2,0
16,2,0
17,2,1
18,2,0
19,2,0
20,2,0
21,2,1
22,2,1
23,2,1
24,2,0
25,2,1
26,2,0
27,2,0
28,2,0
29,2,0
30,2,1
31,2,0
32,2,1
33,2,1
34,2,0
35,2,1
36,2,1
37,2,0
38,2,1
39,2,1
40,2,0
41,2,0
42,2,1
43,2,1
44,2,0
45,2,1
46,2,1
47,2,0
48,2,0
49,2,0
50,2,0
51,2,0
52,2,1
53,2,1
54,2,1
55,2,0
56,2,1
57,2,1
58,2,0
59,2,0
60,2,1
61,2,0
62,2,0
63,2,1
64,2,1
65,2,1
66,2,0
67,2,1
68,2,0
69,2,0
70,2,0
71,2,0
72,2,0
73,2,0
74,2,1
75,2,0
76,2,0
77,2,1
78,2,1
79,2,1
80,2,0
81,2,0
82,2,1
83,2,0
84,2,1
85,2,1
86,2,1
87,2,1
88,2,0
89,2,1
90,2,1
91,2,1
92,2,0
93,2,1
94,2,1
95,2,1
96,2,1
97,2,0
98,2,0
99,2,1
100,2,0
101,2,0
102,2,1
103,2,0
104,2,1
105,2,1
106,2,1
107,2,1
108,2,1
109,2,1
110,2,1
111,2,0
112,2,0
113,2,0
114,2,0
115,2,1
116,2,1
117,2,0
118,2,0
119,2,0
120,2,0
121,2,0
122,2,0
123,2,0
124,2,1
125,2,1
126,2,1
127,2,1
128,2,0
129,2,0
130,2,1
131,2,0
132,2,1
133,2,0
134,2,0
135,2,0
136,2,1
137,2,1
138,2,1
139,2,0
140,2,1
141,2,1
142,2,1
143,2,0
144,2,0
145,2,0
146,2,1
147,2,1
148,2,0
149,2,1
150,2,1
151,2,1
152,2,0
153,2,1
154,2,1
155,2,1
156,2,1
157,2,1
158,2,0
159,2,1
160,2,1
161,2,1
162,2,1
163,2,1
164,2,1
165,2,0
166,2,0
167,2,0
168,2,1
169,2,1
170,2,0
171,2,0
172,2,1
173,2,1
174,2,0
175,2,0
176,2,0
177,2,1
178,2,1
179,2,1
180,2,1
181,2,0
182,2,1
183,2,1
184,2,1
185,2,1
186,2,1
187,2,1
188,2,0
189,2,1
190,2,1
191,2,1
192,2,1
193,2,1
194,2,0
195,2,0
196,2,1
197,2,1
198,2,1
199,2,1
200,2,0
201,2,1
202,2,1
203,2,1
204,2,1
205,2,0
206,2,0
207,2,1
208,2,1
209,2,1
210,2,1
211,2,0
212,2,1
213,2,1
214,2,1
215,2,1
216,2,1
217,2,0
218,2,1
219,2,1
220,2,1
221,2,0
222,2,1
223,2,1
224,2,0
225,2,1
226,2,0
227,2,0
228,2,0
229,2,1
230,2,1
231,2,0
232,2,1
233,2,0
234,2,1
235,2,1
236,2,1
237,2,1
238,2,1
239,2,0
240,2,1
241,2,1
242,2,1
243,2,1
244,2,0
245,2,1
246,2,0
247,2,1
248,2,1
249,2,0
250,2,0
251,2,0
252,2,1
253,2,0
254,2,1
255,2,0
256,2,1
257,2,1
258,2,1
259,2,1
260,2,0
261,2,0
262,2,0
263,2,0
264,2,0
265,2,0
266,2,1
267,2,1
268,2,1
269,2,1
270,2,1
271,2,0
272,2,1
273,2,1
274,2,1
275,2,1
276,2,1
277,2,1
278,2,1
279,2,1
280,2,1
281,2,1
282,2,1
283,2,0
284,2,1
285,2,1
286,2,0
287,2,1
288,2,1
289,2,1
290,2,1
291,2,0
292,2,1
293,2,0
294,2,0
295,2,1
296,2,0
297,2,0
298,2,0
299,2,1
300,2,1
301,2,1
302,2,1
303,2,1
304,2,1
305,2,1
306,2,1
307,2,1
308,2,0
309,2,0
310,2,0
311,2,1
312,2,0
313,2,1
314,2,1
315,2,1
316,2,1
317,2,0
318,2,1
319,2,1
320,2,0
321,2,1
322,2,1
323,2,1
324,2,1
325,2,1
326,2,0
327,2,0
328,2,1
329,2,1
330,2,0
331,2,1
332,2,1
333,2,0
334,2,0
335,2,1
336,2,1
337,2,0
338,2,0
339,2,1
340,2,1
341,2,1
342,2,0
343,2,0
344,2,1
345,2,0
346,2,1
347,2,1
348,2,1
349,2,0
350,2,1
351,2,1
352,2,0
353,2,0
354,2,1
355,2,1
356,2,1
357,2,1
358,2,1
359,2,1
360,2,1
361,2,1
362,2,1
363,2,1
364,2,0
365,2,1
366,2,1
367,2,0
368,2,1
369,2,1
370,2,1
371,2,0
372,2,0
373,2,1
374,2,1
375,2,1
376,2,1
377,2,0
378,2,1
379,2,1
380,2,0
381,2,1
382,2,1
383,2,1
384,2,1
385,2,1
386,2,1
387,2,0
388,2,1
389,2,1
390,2,0
391,2,1
392,2,0
393,2,0
394,2,1
395,2,0
396,2,1
397,2,0
398,2,1
399,2,0
400,2,1
401,2,1
402,2,1
403,2,1
404,2,0
405,2,1
406,2,0
407,2,0
408,2,0
409,2,1
410,2,1
411,2,0
412,2,0
413,2,1
414,2,0
415,2,0
416,2,0
417,2,0
418,2,0
419,2,1
420,2,0
421,2,0
422,2,1
423,2,0
424,2,0
425,2,0
426,2,0
427,2,1
428,2,1
429,2,1
430,2,0
431,2,1
432,2,1
433,2,1
434,2,1
435,2,0
436,2,0
437,2,0
438,2,1
439,2,0
440,2,1
441,2,0
442,2,0
443,2,1
444,2,1
445,2,1
446,2,0
447,2,1
448,2,1
449,2,1
450,2,0
451,2,0
452,2,0
453,2,1
454,2,0
455,2,0
456,2,1
457,2,1
458,2,1
459,2,1
460,2,1
461,2,1
462,2,0
463,2,0
464,2,1
465,2,1
466,2,1
467,2,1
468,2,1
469,2,1
470,2,1
471,2,1
472,2,1
473,2,1
474,2,1
475,2,0
476,2,1
477,2,1
478,2,1
479,2,1
480,2,1
481,2,1
482,2,0
483,2,1
484,2,1
485,2,1
486,2,0
487,2,1
488,2,0
489,2,1
490,2,1
491,2,0
492,2,1
493,2,0
494,2,1
495,2,0
496,2,1
497,2,0
498,2,0
499,2,0
500,2,0
501,2,1
502,2,0
503,2,0
504,2,0
505,2,0
506,2,0
507,2,0
508,2,0
509,2,0
510,2,0
511,2,0
512,2,0
513,2,1
514,2,0
515,2,0
516,2,0
517,2,0
518,2,1
519,2,0
520,2,1
521,2,0
522,2,0
523,2,0
524,2,0
525,2,0
526,2,0
527,2,1
528,2,1
529,2,0
530,2,0
531,2,0
532,2,0
533,2,1
534,2,0
535,2,1
536,2,1
1,3,0
2,3,1
3,3,1
4,3,1
5,3,0
6,3,0
7,3,0
8,3,0
9,3,0
10,3,0
11,3,1
12,3,1
13,3,0
14,3,0
15,3,0
16,3,0
17,3,0
18,3,0
19,3,0
20,3,0
21,3,1
22,3,1
23,3,1
24,3,0
25,3,1
26,3,0
27,3,0
28,3,0
29,3,0
30,3,1
31,3,0
32,3,1
33,3,1
34,3,0
35,3,1
36,3,1
37,3,0
38,3,1
39,3,1
40,3,0
41,3,0
42,3,1
43,3,1
44,3,0
45,3,1
46,3,0
47,3,0
48,3,0
49,3,0
50,3,0
51,3,0
52,3,1
53,3,0
54,3,1
55,3,0
56,3,1
57,3,1
58,3,0
59,3,0
60,3,1
61,3,0
62,3,0
63,3,1
64,3,1
65,3,1
66,3,0
67,3,1
68,3,0
69,3,0
70,3,0
71,3,0
72,3,0
73,3,0
74,3,1
75,3,0
76,3,0
77,3,0
78,3,1
79,3,1
80,3,0
81,3,0
82,3,1
83,3,0
84,3,1
85,3,1
86,3,0
87,3,0
88,3,1
89,3,1
90,3,1
91,3,1
92,3,0
93,3,1
94,3,1
95,3,1
96,3,1
97,3,0
98,3,0
99,3,1
100,3,0
101,3,0
102,3,1
103,3,0
104,3,1
105,3,1
106,3,0
107,3,1
108,3,1
109,3,1
110,3,1
111,3,0
112,3,0
113,3,0
114,3,0
115,3,0
116,3,1
117,3,0
118,3,0
119,3,0
120,3,0
121,3,0
122,3,0
123,3,0
124,3,1
125,3,1
126,3,0
127,3,1
128,3,0
129,3,0
130,3,1
131,3,0
132,3,0
133,3,0
134,3,0
135,3,0
136,3,1
137,3,1
138,3,1
139,3,0
140,3,1
141,3,1
142,3,0
143,3,0
144,3,0
145,3,0
146,3,1
147,3,1
148,3,0
149,3,1
150,3,1
151,3,1
152,3,1
153,3,0
154,3,1
155,3,1
156,3,1
157,3,1
158,3,0
159,3,1
160,3,1
161,3,1
162,3,1
163,3,1
164,3,1
165,3,0
166,3,0
167,3,0
168,3,1
169,3,1
170,3,0
171,3,0
172,3,1
173,3,1
174,3,0
175,3,0
176,3,0
177,3,1
178,3,1
179,3,1
180,3,0
181,3,0
182,3,1
183,3,1
184,3,1
185,3,1
186,3,1
187,3,0
188,3,0
189,3,1
190,3,1
191,3,1
192,3,1
193,3,1
194,3,0
195,3,0
196,3,1
197,3,1
198,3,1
199,3,1
200,3,1
201,3,1
202,3,1
203,3,1
204,3,0
205,3,0
206,3,0
207,3,1
208,3,1
209,3,1
210,3,1
211,3,0
212,3,1
213,3,1
214,3,1
215,3,0
216,3,1
217,3,0
218,3,0
219,3,1
220,3,0
221,3,0
222,3,1
223,3,1
224,3,0
225,3,1
226,3,0
227,3,0
228,3,0
229,3,1
230,3,1
231,3,0
232,3,1
233,3,0
234,3,0
235,3,0
236,3,1
237,3,1
238,3,0
239,3,0
240,3,0
241,3,1
242,3,1
243,3,1
244,3,0
245,3,1
246,3,0
247,3,0
248,3,1
249,3,0
250,3,0
251,3,0
252,3,1
253,3,0
254,3,1
255,3,0
256,3,0
257,3,1
258,3,1
259,3,1
260,3,0
261,3,0
262,3,0
263,3,0
264,3,0
265,3,0
266,3,1
267,3,1
268,3,1
269,3,1
270,3,1
271,3,0
272,3,0
273,3,1
274,3,0
275,3,1
276,3,0
277,3,1
278,3,1
279,3,1
280,3,1
281,3,1
282,3,1
283,3,0
284,3,1
285,3,1
286,3,1
287,3,1
288,3,0
289,3,0
290,3,1
291,3,0
292,3,1
293,3,0
294,3,0
295,3,1
296,3,0
297,3,0
298,3,0
299,3,0
300,3,1
301,3,1
302,3,1
303,3,1
304,3,1
305,3,1
306,3,1
307,3,0
308,3,0
309,3,0
310,3,0
311,3,1
312,3,0
313,3,1
314,3,0
315,3,1
316,3,1
317,3,0
318,3,1
319,3,1
320,3,0
321,3,1
322,3,1
323,3,1
324,3,1
325,3,1
326,3,0
327,3,0
328,3,1
329,3,1
330,3,1
331,3,0
332,3,1
333,3,0
334,3,0
335,3,1
336,3,1
337,3,0
338,3,0
339,3,1
340,3,1
341,3,1
342,3,0
343,3,0
344,3,0
345,3,0
346,3,1
347,3,1
348,3,1
349,3,1
350,3,1
351,3,1
352,3,0
353,3,0
354,3,1
355,3,1
356,3,1
357,3,0
358,3,1
359,3,1
360,3,1
361,3,1
362,3,1
363,3,1
364,3,0
365,3,0
366,3,1
367,3,0
368,3,1
369,3,1
370,3,1
371,3,1
372,3,0
373,3,1
374,3,1
375,3,1
376,3,1
377,3,0
378,3,1
379,3,1
380,3,0
381,3,1
382,3,1
383,3,1
384,3,1
385,3,1
386,3,1
387,3,0
388,3,1
389,3,1
390,3,0
391,3,1
392,3,0
393,3,0
394,3,1
395,3,0
396,3,1
397,3,0
398,3,1
399,3,0
400,3,1
401,3,1
402,3,1
403,3,1
404,3,0
405,3,1
406,3,0
407,3,0
408,3,0
409,3,1
410,3,1
411,3,1
412,3,0
413,3,1
414,3,0
415,3,0
416,3,0
417,3,0
418,3,0
419,3,1
420,3,0
421,3,0
422,3,1
423,3,0
424,3,0
425,3,0
426,3,0
427,3,0
428,3,1
429,3,1
430,3,0
431,3,1
432,3,1
433,3,1
434,3,1
435,3,0
436,3,0
437,3,0
438,3,1
439,3,1
440,3,0
441,3,0
442,3,0
443,3,1
444,3,1
445,3,1
446,3,0
447,3,1
448,3,1
449,3,1
450,3,0
451,3,0
452,3,0
453,3,1
454,3,0
455,3,0
456,3,1
457,3,1
458,3,1
459,3,1
460,3,1
461,3,1
462,3,0
463,3,0
464,3,1
465,3,1
466,3,1
467,3,0
468,3,1
469,3,1
470,3,1
471,3,1
472,3,1
473,3,1
474,3,1
475,3,0
476,3,1
477,3,1
478,3,0
479,3,1
480,3,1
481,3,1
482,3,0
483,3,1
484,3,1
485,3,1
486,3,0
487,3,0
488,3,0
489,3,1
490,3,0
491,3,0
492,3,1
493,3,0
494,3,1
495,3,0
496,3,1
497,3,0
498,3,0
499,3,0
500,3,0
501,3,1
502,3,0
503,3,0
504,3,0
505,3,0
506,3,0
507,3,0
508,3,0
509,3,0
510,3,0
511,3,0
512,3,0
513,3,1
514,3,0
515,3,0
516,3,0
517,3,0
518,3,1
519,3,0
520,3,1
521,3,0
522,3,0
523,3,0
524,3,0
525,3,0
526,3,0
527,3,1
528,3,1
529,3,0
530,3,0
531,3,0
532,3,0
533,3,1
534,3,0
535,3,1
536,3,1
1,4,1
2,4,1
3,4,1
4,4,1
5,4,1
6,4,0
7,4,0
8,4,1
9,4,0
10,4,0
11,4,0
12,4,1
13,4,0
14,4,1
15,4,0
16,4,0
17,4,1
18,4,0
19,4,0
20,4,0
21,4,1
22,4,1
23,4,1
24,4,0
25,4,1
26,4,0
27,4,0
28,4,0
29,4,0
30,4,1
31,4,1
32,4,1
33,4,1
34,4,1
35,4,1
36,4,0
37,4,1
38,4,1
39,4,1
40,4,0
41,4,0
42,4,1
43,4,1
44,4,0
45,4,1
46,4,1
47,4,0
48,4,0
49,4,0
50,4,1
51,4,0
52,4,0
53,4,0
54,4,1
55,4,1
56,4,1
57,4,1
58,4,0
59,4,0
60,4,0
61,4,0
62,4,0
63,4,0
64,4,1
65,4,1
66,4,1
67,4,0
68,4,0
69,4,0
70,4,0
71,4,0
72,4,0
73,4,0
74,4,0
75,4,0
76,4,0
77,4,0
78,4,0
79,4,1
80,4,1
81,4,1
82,4,1
83,4,0
84,4,0
85,4,0
86,4,1
87,4,1
88,4,1
89,4,1
90,4,1
91,4,1
92,4,0
93,4,1
94,4,1
95,4,1
96,4,1
97,4,0
98,4,0
99,4,1
100,4,1
101,4,0
102,4,0
103,4,0
104,4,1
105,4,1
106,4,0
107,4,1
108,4,1
109,4,0
110,4,1
111,4,0
112,4,0
113,4,0
114,4,0
115,4,1
116,4,1
117,4,0
118,4,1
119,4,1
120,4,0
121,4,1
122,4,0
123,4,0
124,4,1
125,4,0
126,4,1
127,4,1
128,4,1
129,4,1
130,4,1
131,4,0
132,4,1
133,4,0
134,4,0
135,4,0
136,4,1
137,4,0
138,4,1
139,4,0
140,4,1
141,4,1
142,4,1
143,4,0
144,4,0
145,4,0
146,4,1
147,4,1
148,4,0
149,4,1
150,4,1
151,4,1
152,4,1
153,4,0
154,4,0
155,4,1
156,4,1
157,4,1
158,4,1
159,4,1
160,4,1
161,4,1
162,4,1
163,4,1
164,4,1
165,4,0
166,4,0
167,4,0
168,4,1
169,4,1
170,4,0
171,4,0
172,4,1
173,4,1
174,4,1
175,4,0
176,4,1
177,4,1
178,4,0
179,4,1
180,4,1
181,4,1
182,4,1
183,4,1
184,4,0
185,4,1
186,4,1
187,4,0
188,4,0
189,4,1
190,4,1
191,4,1
192,4,1
193,4,0
194,4,0
195,4,0
196,4,1
197,4,1
198,4,1
199,4,1
200,4,0
201,4,1
202,4,1
203,4,0
204,4,1
205,4,1
206,4,0
207,4,1
208,4,1
209,4,1
210,4,1
211,4,1
212,4,1
213,4,1
214,4,1
215,4,0
216,4,1
217,4,0
218,4,1
219,4,0
220,4,1
221,4,1
222,4,0
223,4,1
224,4,0
225,4,1
226,4,1
227,4,0
228,4,0
229,4,1
230,4,0
231,4,0
232,4,1
233,4,0
234,4,1
235,4,0
236,4,1
237,4,1
238,4,1
239,4,1
240,4,0
241,4,1
242,4,0
243,4,1
244,4,0
245,4,1
246,4,0
247,4,1
248,4,1
249,4,0
250,4,0
251,4,1
252,4,0
253,4,1
254,4,1
255,4,0
256,4,1
257,4,1
258,4,1
259,4,1
260,4,0
261,4,0
262,4,1
263,4,0
264,4,0
265,4,0
266,4,1
267,4,1
268,4,1
269,4,0
270,4,1
271,4,0
272,4,1
273,4,1
274,4,1
275,4,1
276,4,0
277,4,1
278,4,1
279,4,1
280,4,1
281,4,1
282,4,1
283,4,1
284,4,1
285,4,0
286,4,1
287,4,1
288,4,1
289,4,1
290,4,1
291,4,0
292,4,0
293,4,1
294,4,0
295,4,1
296,4,1
297,4,0
298,4,0
299,4,1
300,4,1
301,4,1
302,4,1
303,4,1
304,4,0
305,4,1
306,4,0
307,4,0
308,4,0
309,4,0
310,4,0
311,4,0
312,4,0
313,4,1
314,4,0
315,4,1
316,4,0
317,4,0
318,4,1
319,4,1
320,4,0
321,4,0
322,4,1
323,4,1
324,4,1
325,4,1
326,4,0
327,4,1
328,4,1
329,4,0
330,4,0
331,4,0
332,4,0
333,4,0
334,4,0
335,4,1
336,4,0
337,4,0
338,4,0
339,4,1
340,4,1
341,4,1
342,4,0
343,4,0
344,4,1
345,4,0
346,4,1
347,4,0
348,4,0
349,4,1
350,4,1
351,4,0
352,4,0
353,4,0
354,4,1
355,4,0
356,4,1
357,4,0
358,4,1
359,4,1
360,4,0
361,4,1
362,4,1
363,4,1
364,4,0
365,4,1
366,4,0
367,4,0
368,4,1
369,4,1
370,4,1
371,4,0
372,4,0
373,4,0
374,4,1
375,4,0
376,4,1
377,4,0
378,4,0
379,4,0
380,4,0
381,4,0
382,4,0
383,4,1
384,4,1
385,4,1
386,4,0
387,4,0
388,4,0
389,4,1
390,4,0
391,4,0
392,4,0
393,4,0
394,4,1
395,4,0
396,4,1
397,4,0
398,4,0
399,4,0
400,4,1
401,4,0
402,4,1
403,4,1
404,4,1
405,4,1
406,4,1
407,4,0
408,4,1
409,4,1
410,4,0
411,4,0
412,4,0
413,4,0
414,4,0
415,4,0
416,4,0
417,4,0
418,4,1
419,4,0
420,4,1
421,4,0
422,4,1
423,4,0
424,4,0
425,4,0
426,4,1
427,4,0
428,4,1
429,4,1
430,4,1
431,4,1
432,4,1
433,4,1
434,4,1
435,4,0
436,4,1
437,4,0
438,4,0
439,4,1
440,4,1
441,4,0
442,4,1
443,4,1
444,4,0
445,4,1
446,4,1
447,4,1
448,4,0
449,4,1
450,4,0
451,4,0
452,4,0
453,4,1
454,4,1
455,4,0
456,4,1
457,4,1
458,4,1
459,4,1
460,4,0
461,4,0
462,4,0
463,4,1
464,4,1
465,4,0
466,4,1
467,4,0
468,4,1
469,4,0
470,4,1
471,4,0
472,4,1
473,4,0
474,4,0
475,4,0
476,4,1
477,4,0
478,4,1
479,4,0
480,4,0
481,4,1
482,4,1
483,4,1
484,4,0
485,4,0
486,4,1
487,4,1
488,4,0
489,4,1
490,4,0
491,4,1
492,4,0
493,4,0
494,4,1
495,4,1
496,4,1
497,4,1
498,4,0
499,4,1
500,4,0
501,4,0
502,4,0
503,4,0
504,4,0
505,4,1
506,4,1
507,4,0
508,4,0
509,4,1
510,4,0
511,4,0
512,4,0
513,4,1
514,4,0
515,4,0
516,4,0
517,4,0
518,4,1
519,4,1
520,4,1
521,4,0
522,4,0
523,4,0
524,4,1
525,4,0
526,4,0
527,4,1
528,4,1
529,4,0
530,4,0
531,4,0
532,4,0
533,4,1
534,4,0
535,4,1
536,4,1
1,5,0
2,5,0
3,5,0
4,5,1
5,5,0
6,5,0
7,5,0
8,5,0
9,5,0
10,5,1
11,5,1
12,5,1
13,5,1
14,5,0
15,5,0
16,5,0
17,5,0
18,5,1
19,5,0
20,5,0
21,5,1
22,5,1
23,5,1
24,5,0
25,5,1
26,5,0
27,5,1
28,5,0
29,5,0
30,5,1
31,5,1
32,5,1
33,5,1
34,5,0
35,5,1
36,5,1
37,5,0
38,5,1
39,5,1
40,5,1
41,5,0
42,5,1
43,5,1
44,5,0
45,5,0
46,5,0
47,5,0
48,5,0
49,5,1
50,5,0
51,5,1
52,5,0
53,5,0
54,5,1
55,5,0
56,5,1
57,5,1
58,5,0
59,5,1
60,5,0
61,5,0
62,5,1
63,5,1
64,5,1
65,5,1
66,5,0
67,5,1
68,5,0
69,5,0
70,5,0
71,5,1
72,5,1
73,5,0
74,5,1
75,5,0
76,5,0
77,5,1
78,5,0
79,5,1
80,5,1
81,5,0
82,5,0
83,5,0
84,5,0
85,5,1
86,5,0
87,5,1
88,5,1
89,5,1
90,5,1
91,5,0
92,5,0
93,5,1
94,5,1
95,5,1
96,5,0
97,5,1
98,5,0
99,5,1
100,5,0
101,5,1
102,5,1
103,5,1
104,5,1
105,5,1
106,5,1
107,5,0
108,5,1
109,5,1
110,5,1
111,5,0
112,5,0
113,5,1
114,5,0
115,5,1
116,5,1
117,5,0
118,5,0
119,5,0
120,5,0
121,5,1
122,5,0
123,5,0
124,5,1
125,5,1
126,5,1
127,5,1
128,5,1
129,5,0
130,5,1
131,5,0
132,5,1
133,5,1
134,5,0
135,5,1
136,5,1
137,5,0
138,5,1
139,5,1
140,5,1
141,5,1
142,5,1
143,5,0
144,5,1
145,5,0
146,5,1
147,5,1
148,5,0
149,5,1
150,5,1
151,5,1
152,5,1
153,5,1
154,5,1
155,5,1
156,5,1
157,5,1
158,5,0
159,5,0
160,5,1
161,5,1
162,5,0
163,5,1
164,5,1
165,5,0
166,5,1
167,5,0
168,5,1
169,5,1
170,5,0
171,5,0
172,5,1
173,5,1
174,5,0
175,5,1
176,5,0
177,5,0
178,5,1
179,5,1
180,5,1
181,5,0
182,5,1
183,5,0
184,5,1
185,5,1
186,5,1
